system,interaction,x_bin,y_bin,contact_probability_mean,contact_probability_sd,contact_probability_n
M10O90-S2,MED1-OCT4,9,1,0.00025,8.673608331108888e-05,3
M10O90-S2,MED1-OCT4,9,2,0.00048611111111111115,0.00011368545516489517,3
M10O90-S2,MED1-OCT4,9,3,0.0008611111111111111,0.00013393959390267988,3
M10O90-S2,MED1-OCT4,9,4,0.00031944444444444446,5.0077101048110995e-05,3
M10O90-S2,MED1-OCT4,9,5,0.00013425925925925926,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,9,6,0.0001111111111111111,5.555555555555556e-05,3
M10O90-S2,MED1-OCT4,9,7,0.0006203703703703704,0.00015977253635867959,3
M10O90-S2,MED1-OCT4,9,8,0.0008981481481481482,0.00011226255234242729,3
M10O90-S2,MED1-OCT4,9,9,0.0007314814814814814,0.00013200534656836345,3
M10O90-S2,MED1-OCT4,9,10,0.0005231481481481481,0.00012904962837746625,3
M10O90-S2,MED1-OCT4,9,11,0.0007499999999999999,9.722222222222226e-05,3
M10O90-S2,MED1-OCT4,9,12,0.00043518518518518515,2.1215628217388133e-05,3
M10O90-S2,MED1-OCT4,9,13,0.00043518518518518515,6.851226197661455e-05,3
M10O90-S2,MED1-OCT4,9,14,0.00024537037037037035,5.782405554072591e-05,3
M10O90-S2,MED1-OCT4,9,15,5.092592592592592e-05,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,9,16,8.796296296296296e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,9,17,9.259259259259259e-05,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,10,0,0.00017129629629629626,2.121562821738814e-05,3
M10O90-S2,MED1-OCT4,10,1,0.00019444444444444443,2.7777777777777793e-05,3
M10O90-S2,MED1-OCT4,10,2,0.0003101851851851852,1.6037507477489616e-05,3
M10O90-S2,MED1-OCT4,10,3,0.0005601851851851852,0.00010424379860368241,3
M10O90-S2,MED1-OCT4,10,4,0.0003564814814814815,4.464653130089328e-05,3
M10O90-S2,MED1-OCT4,10,5,0.00021759259259259258,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,10,6,0.00019444444444444443,6.364688465216442e-05,3
M10O90-S2,MED1-OCT4,10,7,0.00042592592592592595,4.877617478172566e-05,3
M10O90-S2,MED1-OCT4,10,8,0.0005092592592592592,0.00010788129812713929,3
M10O90-S2,MED1-OCT4,10,9,0.0004629629629629629,0.00011226255234242721,3
M10O90-S2,MED1-OCT4,10,10,0.0003287037037037037,9.247677942332489e-05,3
M10O90-S2,MED1-OCT4,10,11,0.0005138888888888889,0.00010847568994314802,3
M10O90-S2,MED1-OCT4,10,12,0.00043518518518518515,5.258248468333587e-05,3
M10O90-S2,MED1-OCT4,10,13,0.0004398148148148148,0.00010788129812713926,3
M10O90-S2,MED1-OCT4,10,14,0.0002777777777777778,4.8112522432468816e-05,3
M10O90-S2,MED1-OCT4,10,15,9.722222222222222e-05,3.67465459870082e-05,3
M10O90-S2,MED1-OCT4,10,16,0.00010185185185185185,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,10,17,0.00011111111111111113,0.0,3
M10O90-S2,MED1-OCT4,11,0,0.00019907407407407406,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,11,1,0.0002777777777777778,0.00011023963796102461,3
M10O90-S2,MED1-OCT4,11,2,0.0004722222222222222,0.00010847568994314795,3
M10O90-S2,MED1-OCT4,11,3,0.000662037037037037,0.00013912017778996963,3
M10O90-S2,MED1-OCT4,11,4,0.000412037037037037,0.00013912017778996963,3
M10O90-S2,MED1-OCT4,11,5,0.0002731481481481482,1.603750747748963e-05,3
M10O90-S2,MED1-OCT4,11,6,0.00037037037037037035,0.0001131184418784316,3
M10O90-S2,MED1-OCT4,11,7,0.0006388888888888889,0.00015774745405000765,3
M10O90-S2,MED1-OCT4,11,8,0.0007083333333333334,0.0001546601211897228,3
M10O90-S2,MED1-OCT4,11,9,0.000685185185185185,0.0001916129822831007,3
M10O90-S2,MED1-OCT4,11,10,0.0005277777777777777,0.00012108052620946317,3
M10O90-S2,MED1-OCT4,11,11,0.0006851851851851853,7.897556532051847e-05,3
M10O90-S2,MED1-OCT4,11,12,0.00047222222222222224,9.722222222222223e-05,3
M10O90-S2,MED1-OCT4,11,13,0.0005046296296296296,0.00010788129812713927,3
M10O90-S2,MED1-OCT4,11,14,0.0002361111111111111,8.448281292080858e-05,3
M10O90-S2,MED1-OCT4,11,15,0.0001388888888888889,3.67465459870082e-05,3
M10O90-S2,MED1-OCT4,11,16,0.00012037037037037036,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,11,17,0.00018055555555555555,7.733006059486142e-05,3
M10O90-S2,MED1-OCT4,12,0,0.00017592592592592592,2.1215628217388137e-05,3
M10O90-S2,MED1-OCT4,12,1,0.00013425925925925926,9.247677942332491e-05,3
M10O90-S2,MED1-OCT4,12,2,0.00015277777777777777,6.364688465216445e-05,3
M10O90-S2,MED1-OCT4,12,3,0.00024537037037037035,5.258248468333587e-05,3
M10O90-S2,MED1-OCT4,12,4,0.00017129629629629626,2.1215628217388144e-05,3
M10O90-S2,MED1-OCT4,12,5,0.00015277777777777777,3.674654598700819e-05,3
M10O90-S2,MED1-OCT4,12,6,0.0002314814814814815,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,12,7,0.00025925925925925926,4.464653130089331e-05,3
M10O90-S2,MED1-OCT4,12,8,0.00024074074074074072,4.009376869372401e-05,3
M10O90-S2,MED1-OCT4,12,9,0.0002453703703703704,4.2431256434776314e-05,3
M10O90-S2,MED1-OCT4,12,10,0.00025,8.448281292080861e-05,3
M10O90-S2,MED1-OCT4,12,11,0.00023611111111111112,5.007710104811097e-05,3
M10O90-S2,MED1-OCT4,12,12,0.0002314814814814815,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,12,13,0.00024537037037037035,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,12,14,0.00017129629629629632,4.8776174781725655e-05,3
M10O90-S2,MED1-OCT4,12,15,9.259259259259259e-05,4.877617478172564e-05,3
M10O90-S2,MED1-OCT4,12,16,9.722222222222222e-05,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,12,17,0.00014351851851851852,4.46465313008933e-05,3
M10O90-S2,MED1-OCT4,13,0,0.00012962962962962963,2.891202777036295e-05,3
M10O90-S2,MED1-OCT4,13,1,0.00012037037037037036,6.415002990995841e-05,3
M10O90-S2,MED1-OCT4,13,2,0.00016203703703703703,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,13,3,0.00017592592592592592,7.897556532051842e-05,3
M10O90-S2,MED1-OCT4,13,4,0.00018055555555555555,2.405626121623441e-05,3
M10O90-S2,MED1-OCT4,13,5,0.0001574074074074074,5.2582484683335864e-05,3
M10O90-S2,MED1-OCT4,13,6,0.0002037037037037037,3.495293720032756e-05,3
M10O90-S2,MED1-OCT4,13,7,0.00017129629629629626,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,13,8,0.00017592592592592592,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,13,9,0.0001388888888888889,2.7777777777777772e-05,3
M10O90-S2,MED1-OCT4,13,10,0.00014351851851851852,5.782405554072591e-05,3
M10O90-S2,MED1-OCT4,13,11,0.0002037037037037037,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,13,12,0.00016203703703703703,5.258248468333587e-05,3
M10O90-S2,MED1-OCT4,13,13,0.000125,2.405626121623441e-05,3
M10O90-S2,MED1-OCT4,13,14,0.00015277777777777777,7.349309197401642e-05,3
M10O90-S2,MED1-OCT4,13,15,8.333333333333333e-05,1.3888888888888886e-05,3
M10O90-S2,MED1-OCT4,13,16,9.259259259259259e-05,7.649403537897364e-05,3
M10O90-S2,MED1-OCT4,13,17,0.000125,6.364688465216444e-05,3
M10O90-S2,MED1-OCT4,14,0,0.00012962962962962963,5.613127617121361e-05,3
M10O90-S2,MED1-OCT4,14,1,8.796296296296297e-05,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,14,2,0.00012037037037037036,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,14,3,0.00018518518518518518,6.262846878920687e-05,3
M10O90-S2,MED1-OCT4,14,4,0.00011574074074074073,2.891202777036295e-05,3
M10O90-S2,MED1-OCT4,14,5,0.00012037037037037036,4.46465313008933e-05,3
M10O90-S2,MED1-OCT4,14,6,0.00016666666666666666,5.5555555555555565e-05,3
M10O90-S2,MED1-OCT4,14,7,0.00025925925925925926,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,14,8,0.00032407407407407406,2.1215628217388167e-05,3
M10O90-S2,MED1-OCT4,14,9,0.0003101851851851852,4.877617478172564e-05,3
M10O90-S2,MED1-OCT4,14,10,0.0002824074074074074,7.649403537897364e-05,3
M10O90-S2,MED1-OCT4,14,11,0.00037037037037037035,1.6037507477489616e-05,3
M10O90-S2,MED1-OCT4,14,12,0.0003101851851851852,4.8776174781725634e-05,3
M10O90-S2,MED1-OCT4,14,13,0.00032407407407407406,4.009376869372402e-05,3
M10O90-S2,MED1-OCT4,14,14,0.0002731481481481482,4.243125643477628e-05,3
M10O90-S2,MED1-OCT4,14,15,0.00012962962962962963,4.877617478172564e-05,3
M10O90-S2,MED1-OCT4,14,16,0.00014351851851851852,5.7824055540725916e-05,3
M10O90-S2,MED1-OCT4,14,17,0.00015277777777777777,3.674654598700819e-05,3
M10O90-S2,MED1-OCT4,15,0,0.00011574074074074075,4.877617478172564e-05,3
M10O90-S2,MED1-OCT4,15,1,7.87037037037037e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,15,2,0.00010185185185185185,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,15,3,0.0001388888888888889,7.34930919740164e-05,3
M10O90-S2,MED1-OCT4,15,4,9.259259259259259e-05,4.877617478172564e-05,3
M10O90-S2,MED1-OCT4,15,5,0.0001574074074074074,5.613127617121362e-05,3
M10O90-S2,MED1-OCT4,15,6,0.00016203703703703703,9.755234956345128e-05,3
M10O90-S2,MED1-OCT4,15,7,0.0001574074074074074,6.262846878920687e-05,3
M10O90-S2,MED1-OCT4,15,8,0.00025925925925925926,5.2582484683335864e-05,3
M10O90-S2,MED1-OCT4,15,9,0.00023611111111111112,7.733006059486141e-05,3
M10O90-S2,MED1-OCT4,15,10,0.00018055555555555555,6.364688465216444e-05,3
M10O90-S2,MED1-OCT4,15,11,0.00037500000000000006,6.944444444444446e-05,3
M10O90-S2,MED1-OCT4,15,12,0.00037037037037037035,4.2431256434776314e-05,3
M10O90-S2,MED1-OCT4,15,13,0.00030555555555555555,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,15,14,0.0003055555555555556,9.622504486493766e-05,3
M10O90-S2,MED1-OCT4,15,15,0.0001388888888888889,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,15,16,0.0001574074074074074,2.8912027770362948e-05,3
M10O90-S2,MED1-OCT4,15,17,0.00013425925925925926,5.613127617121361e-05,3
M10O90-S2,MED1-OCT4,16,0,0.000125,2.777777777777778e-05,3
M10O90-S2,MED1-OCT4,16,1,8.796296296296297e-05,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,16,2,7.87037037037037e-05,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,16,3,9.722222222222222e-05,5.0077101048110975e-05,3
M10O90-S2,MED1-OCT4,16,4,9.722222222222223e-05,5.007710104811096e-05,3
M10O90-S2,MED1-OCT4,16,5,0.00010185185185185185,3.207501495497922e-05,3
M10O90-S2,MED1-OCT4,16,6,0.00014351851851851852,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,16,7,0.000125,1.3888888888888886e-05,3
M10O90-S2,MED1-OCT4,16,8,0.00011574074074074075,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,16,9,0.00011574074074074075,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,16,10,0.00011574074074074075,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,16,11,0.00018055555555555555,4.811252243246882e-05,3
M10O90-S2,MED1-OCT4,16,12,0.00016203703703703703,6.262846878920689e-05,3
M10O90-S2,MED1-OCT4,16,13,0.00012037037037037036,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,16,14,0.000125,3.67465459870082e-05,3
M10O90-S2,MED1-OCT4,16,15,0.00010185185185185185,1.603750747748961e-05,3
M10O90-S2,MED1-OCT4,16,16,9.722222222222222e-05,1.3888888888888896e-05,3
M10O90-S2,MED1-OCT4,16,17,0.0001388888888888889,3.6746545987008185e-05,3
M10O90-S2,MED1-OCT4,17,0,9.259259259259259e-05,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,17,1,6.944444444444444e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,17,2,4.6296296296296294e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,17,3,3.240740740740741e-05,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,17,4,4.6296296296296294e-05,8.018753738744808e-06,3
M10O90-S2,MED1-OCT4,17,5,5.092592592592592e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,17,6,4.6296296296296294e-05,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,17,7,3.7037037037037037e-05,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,17,8,8.333333333333333e-05,2.40562612162344e-05,3
M10O90-S2,MED1-OCT4,17,9,6.018518518518518e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,17,10,4.1666666666666665e-05,2.777777777777778e-05,3
M10O90-S2,MED1-OCT4,17,11,0.00010185185185185185,3.207501495497921e-05,3
M10O90-S2,MED1-OCT4,17,12,7.407407407407407e-05,2.1215628217388144e-05,3
M10O90-S2,MED1-OCT4,17,13,7.87037037037037e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,17,14,9.259259259259259e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,17,15,6.018518518518518e-05,1.6037507477489605e-05,3
M10O90-S2,MED1-OCT4,17,16,8.796296296296297e-05,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,17,17,5.555555555555555e-05,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,18,0,0.00010185185185185185,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,18,1,9.259259259259259e-05,1.6037507477489612e-05,3
M10O90-S2,MED1-OCT4,18,2,0.00012962962962962963,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,18,3,9.259259259259259e-05,4.464653130089331e-05,3
M10O90-S2,MED1-OCT4,18,4,6.944444444444444e-05,0.0,3
M10O90-S2,MED1-OCT4,18,5,5.5555555555555565e-05,0.0,3
M10O90-S2,MED1-OCT4,18,6,7.87037037037037e-05,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,18,7,6.481481481481482e-05,4.009376869372402e-05,3
M10O90-S2,MED1-OCT4,18,8,9.722222222222222e-05,6.054026310473157e-05,3
M10O90-S2,MED1-OCT4,18,9,7.87037037037037e-05,4.24312564347763e-05,3
M10O90-S2,MED1-OCT4,18,10,6.481481481481482e-05,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,18,11,0.00015277777777777777,2.7777777777777772e-05,3
M10O90-S2,MED1-OCT4,18,12,0.00012037037037037036,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,18,13,0.00010185185185185185,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,18,14,0.00011111111111111113,0.0,3
M10O90-S2,MED1-OCT4,18,15,9.722222222222222e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,18,16,7.87037037037037e-05,2.891202777036296e-05,3
M10O90-S2,MED1-OCT4,18,17,7.87037037037037e-05,4.24312564347763e-05,3
M10O90-S2,MED1-OCT4,19,0,5.092592592592592e-05,2.891202777036295e-05,3
M10O90-S2,MED1-OCT4,19,1,8.333333333333333e-05,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,19,2,7.87037037037037e-05,5.7824055540725916e-05,3
M10O90-S2,MED1-OCT4,19,3,5.092592592592592e-05,3.207501495497921e-05,3
M10O90-S2,MED1-OCT4,19,4,8.333333333333333e-05,2.405626121623441e-05,3
M10O90-S2,MED1-OCT4,19,5,6.944444444444444e-05,0.0,3
M10O90-S2,MED1-OCT4,19,6,6.018518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,19,7,4.6296296296296294e-05,8.018753738744808e-06,3
M10O90-S2,MED1-OCT4,19,8,5.555555555555555e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,19,9,3.7037037037037037e-05,4.009376869372401e-05,3
M10O90-S2,MED1-OCT4,19,10,3.240740740740741e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,19,11,6.481481481481482e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,19,12,6.944444444444444e-05,3.6746545987008206e-05,3
M10O90-S2,MED1-OCT4,19,13,4.6296296296296294e-05,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,19,14,6.944444444444444e-05,0.0,3
M10O90-S2,MED1-OCT4,19,15,6.018518518518518e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,19,16,6.018518518518518e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,19,17,9.722222222222222e-05,5.007710104811097e-05,3
M10O90-S2,MED1-OCT4,20,0,6.481481481481482e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,20,1,7.407407407407407e-05,5.2582484683335864e-05,3
M10O90-S2,MED1-OCT4,20,2,5.092592592592592e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,20,3,2.7777777777777782e-05,2.777777777777778e-05,3
M10O90-S2,MED1-OCT4,20,4,6.481481481481482e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,20,5,5.555555555555555e-05,1.388888888888889e-05,3
M10O90-S2,MED1-OCT4,20,6,9.259259259259259e-05,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,20,7,1.3888888888888891e-05,0.0,3
M10O90-S2,MED1-OCT4,20,8,2.3148148148148147e-05,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,20,9,4.6296296296296296e-06,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,20,10,1.8518518518518518e-05,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,20,11,3.7037037037037037e-05,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,20,12,1.8518518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,20,13,1.8518518518518518e-05,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,20,14,2.3148148148148147e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,20,15,5.092592592592592e-05,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,20,16,4.6296296296296294e-05,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,20,17,5.092592592592592e-05,1.603750747748961e-05,3
M10O90-S2,MED1-OCT4,21,0,0.000125,1.3888888888888886e-05,3
M10O90-S2,MED1-OCT4,21,1,0.00010648148148148149,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,21,2,0.00012962962962962963,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,21,3,0.000125,3.67465459870082e-05,3
M10O90-S2,MED1-OCT4,21,4,0.00011111111111111113,1.388888888888889e-05,3
M10O90-S2,MED1-OCT4,21,5,0.00010185185185185185,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,21,6,9.259259259259259e-05,5.78240555407259e-05,3
M10O90-S2,MED1-OCT4,21,7,0.000125,2.7777777777777776e-05,3
M10O90-S2,MED1-OCT4,21,8,0.00013425925925925926,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,21,9,0.00013425925925925926,2.1215628217388144e-05,3
M10O90-S2,MED1-OCT4,21,10,0.00012037037037037036,2.891202777036296e-05,3
M10O90-S2,MED1-OCT4,21,11,0.00010185185185185185,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,21,12,7.407407407407407e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,21,13,0.00010185185185185185,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,21,14,6.481481481481482e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,21,15,0.00010185185185185185,4.464653130089331e-05,3
M10O90-S2,MED1-OCT4,21,16,8.796296296296297e-05,8.486251286955259e-05,3
M10O90-S2,MED1-OCT4,21,17,0.00010648148148148149,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,22,0,0.00011574074074074075,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,22,1,0.00012037037037037036,4.877617478172563e-05,3
M10O90-S2,MED1-OCT4,22,2,9.722222222222223e-05,2.405626121623441e-05,3
M10O90-S2,MED1-OCT4,22,3,4.6296296296296294e-05,1.6037507477489605e-05,3
M10O90-S2,MED1-OCT4,22,4,4.6296296296296294e-05,2.891202777036295e-05,3
M10O90-S2,MED1-OCT4,22,5,9.722222222222222e-05,1.3888888888888891e-05,3
M10O90-S2,MED1-OCT4,22,6,7.407407407407407e-05,2.1215628217388144e-05,3
M10O90-S2,MED1-OCT4,22,7,3.240740740740741e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,22,8,3.7037037037037037e-05,3.207501495497921e-05,3
M10O90-S2,MED1-OCT4,22,9,4.6296296296296294e-05,2.891202777036295e-05,3
M10O90-S2,MED1-OCT4,22,10,4.6296296296296294e-05,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,22,11,4.6296296296296294e-05,8.018753738744804e-06,3
M10O90-S2,MED1-OCT4,22,12,3.240740740740741e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,22,13,2.3148148148148147e-05,1.6037507477489605e-05,3
M10O90-S2,MED1-OCT4,22,14,1.8518518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,22,15,5.092592592592592e-05,1.6037507477489605e-05,3
M10O90-S2,MED1-OCT4,22,16,6.018518518518518e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,22,17,6.481481481481482e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,23,0,4.6296296296296294e-05,4.2431256434776294e-05,3
M10O90-S2,MED1-OCT4,23,1,5.092592592592592e-05,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,23,2,5.555555555555555e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,23,3,4.6296296296296294e-05,3.2075014954979204e-05,3
M10O90-S2,MED1-OCT4,23,4,6.018518518518518e-05,3.4952937200327544e-05,3
M10O90-S2,MED1-OCT4,23,5,7.407407407407407e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,23,6,4.1666666666666665e-05,2.7777777777777776e-05,3
M10O90-S2,MED1-OCT4,23,7,1.3888888888888891e-05,0.0,3
M10O90-S2,MED1-OCT4,23,8,2.7777777777777776e-05,1.3888888888888888e-05,3
M10O90-S2,MED1-OCT4,23,9,1.3888888888888891e-05,1.388888888888889e-05,3
M10O90-S2,MED1-OCT4,23,10,4.1666666666666665e-05,1.3888888888888893e-05,3
M10O90-S2,MED1-OCT4,23,11,4.1666666666666665e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,23,12,1.8518518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,23,13,1.8518518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,23,14,3.7037037037037037e-05,3.495293720032755e-05,3
M10O90-S2,MED1-OCT4,23,15,4.1666666666666665e-05,3.67465459870082e-05,3
M10O90-S2,MED1-OCT4,23,16,4.6296296296296294e-05,8.018753738744806e-06,3
M10O90-S2,MED1-OCT4,23,17,5.555555555555555e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,24,0,4.6296296296296294e-05,8.018753738744808e-06,3
M10O90-S2,MED1-OCT4,24,1,7.87037037037037e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,24,2,6.944444444444444e-05,3.674654598700821e-05,3
M10O90-S2,MED1-OCT4,24,3,6.944444444444444e-05,1.3888888888888886e-05,3
M10O90-S2,MED1-OCT4,24,4,7.407407407407407e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,24,5,4.6296296296296294e-05,8.018753738744806e-06,3
M10O90-S2,MED1-OCT4,24,6,6.018518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,24,7,4.6296296296296294e-05,8.018753738744808e-06,3
M10O90-S2,MED1-OCT4,24,8,1.8518518518518518e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,24,9,3.240740740740741e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,24,10,3.240740740740741e-05,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,24,11,4.1666666666666665e-05,2.7777777777777776e-05,3
M10O90-S2,MED1-OCT4,24,12,3.240740740740741e-05,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,24,13,2.7777777777777782e-05,2.777777777777778e-05,3
M10O90-S2,MED1-OCT4,24,14,4.1666666666666665e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,24,15,4.1666666666666665e-05,1.3888888888888891e-05,3
M10O90-S2,MED1-OCT4,24,16,3.240740740740741e-05,1.6037507477489602e-05,3
M10O90-S2,MED1-OCT4,24,17,4.1666666666666665e-05,1.3888888888888893e-05,3
M10O90-S2,MED1-OCT4,25,0,8.796296296296297e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,25,1,6.944444444444444e-05,1.3888888888888886e-05,3
M10O90-S2,MED1-OCT4,25,2,5.092592592592592e-05,1.603750747748961e-05,3
M10O90-S2,MED1-OCT4,25,3,4.1666666666666665e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,25,4,5.092592592592592e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,25,5,7.87037037037037e-05,2.8912027770362958e-05,3
M10O90-S2,MED1-OCT4,25,6,8.796296296296296e-05,5.613127617121361e-05,3
M10O90-S2,MED1-OCT4,25,7,2.7777777777777782e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,25,8,1.3888888888888891e-05,0.0,3
M10O90-S2,MED1-OCT4,25,9,4.6296296296296296e-06,8.018753738744803e-06,3
M10O90-S2,MED1-OCT4,25,10,3.240740740740741e-05,2.1215628217388154e-05,3
M10O90-S2,MED1-OCT4,25,11,6.018518518518518e-05,2.8912027770362955e-05,3
M10O90-S2,MED1-OCT4,25,12,2.7777777777777776e-05,2.4056261216234408e-05,3
M10O90-S2,MED1-OCT4,25,13,3.240740740740741e-05,2.121562821738815e-05,3
M10O90-S2,MED1-OCT4,25,14,3.240740740740741e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,25,15,3.7037037037037037e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,25,16,3.7037037037037037e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,25,17,5.092592592592592e-05,5.258248468333587e-05,3
M10O90-S2,MED1-OCT4,26,0,0.00010648148148148149,2.891202777036296e-05,3
M10O90-S2,MED1-OCT4,26,1,0.000125,4.166666666666667e-05,3
M10O90-S2,MED1-OCT4,26,2,6.481481481481482e-05,8.018753738744801e-06,3
M10O90-S2,MED1-OCT4,26,3,5.092592592592592e-05,2.1215628217388147e-05,3
M10O90-S2,MED1-OCT4,26,4,7.407407407407407e-05,3.207501495497921e-05,3
M10O90-S2,MED1-OCT4,26,5,6.018518518518518e-05,4.877617478172565e-05,3
M10O90-S2,MED1-OCT4,26,6,7.87037037037037e-05,4.464653130089331e-05,3
